author,experience_days,number_of_fact_checks,unique_claim_percentage,fc_frequency_mean,fc_frequency_std,pairwise_diff_mean,pairwise_diff_std,number_of_organisations,word_count_mean,word_count_std
Asher Price,0,1,1.0,,,,,1,837.0,
Ashish Bhosale,10,5,0.8,2.0,1.4142135623730951,5.1,3.014962686336267,1,251.2,58.80221084279059
Ashish Maharishi,2141,222,0.9321266968325792,9.253393665158372,31.209541806862905,590.2562879621703,462.8030386142161,1,473.3243243243243,136.98050607170006
Ashleen Knutsen,0,1,1.0,,,,,1,591.0,
Ashleigh Webb,0,1,1.0,,,,,1,2391.0,
Ashmita Saha,331,104,0.8076923076923077,2.7572815533980584,4.945717139889183,104.31478715459298,73.96239339323611,1,402.8557692307692,93.92957682905866
Ashni Dhaor,237,31,0.8064516129032258,7.5,8.6492973603401,92.10537634408603,64.79741526371531,1,440.16129032258067,107.92623924829202
Ashutosh Acharya,343,63,0.7619047619047619,5.17741935483871,10.501403799287257,91.37532002048131,67.9087287320682,1,382.5079365079365,105.1821573572176
Asli Ismayilzade,0,1,1.0,,,,,1,654.0,
Asma Hafiz,190,29,0.9310344827586207,6.285714285714286,4.512182217041812,72.93349753694581,49.76415323182477,1,432.82758620689657,96.18734285813478
Assane Diagne,395,4,1.0,131.66666666666666,182.26994632504102,200.83333333333334,166.49666329656247,1,600.5,154.78479684172257
Atinuke Seun-Ige,143,11,1.0,13.8,13.23967102646017,56.78181818181818,37.586114897097985,1,1272.2727272727273,853.4579182255081
Aubrey Burkhardt,0,1,1.0,,,,,1,362.0,
Audrey Bowler,49,2,0.5,49.0,,49.0,0.0,1,522.0,111.72287142747452
Audrey Ng,153,16,0.125,9.733333333333333,14.434416543538605,56.78333333333333,42.907494165420054,1,705.0,481.093615283623
August Graham,698,121,0.9669421487603306,5.366666666666666,9.47259056376847,157.01790633608815,144.32830156463137,1,520.6611570247934,283.115275512732
Augusta Lafalay,120,22,1.0,5.333333333333333,4.139243087006769,44.688311688311686,30.078508992471846,1,527.2272727272727,177.8072610382435
Aung Kaung Myat,0,1,1.0,,,,,1,1112.0,
Aurora Xue,70,4,0.25,23.0,4.58257569495584,38.0,17.55942292142123,1,405.75,168.45449434985898
Austin Hough,79,3,1.0,39.5,47.37615433949868,52.666666666666664,33.08910528994232,1,786.3333333333334,175.92422611264584
Ava Menkes,149,5,1.0,36.75,55.95459468771681,64.1,58.866713854265726,1,219.4,47.35293021556322
Ayaan Khan,31,18,0.8888888888888888,1.3529411764705883,1.3200935795706035,10.379084967320262,7.286846001728819,1,450.6666666666667,98.80581073648513
Ayden Norcross,28,2,1.0,28.0,,28.0,0.0,1,441.0,7.0710678118654755
Ayeason Yeeba,112,10,1.0,12.0,9.082951062292475,38.644444444444446,25.372912551735652,1,447.7,204.64443418877642
Azhar Desai,0,1,1.0,,,,,1,532.0,
Azra Ali,20,9,1.0,2.25,2.1213203435596424,7.972222222222222,5.449190108585511,1,240.66666666666666,55.54502678008176
Babatunde Okunlola,164,15,1.0,11.285714285714286,8.55235974119758,61.46666666666667,40.619035337462556,1,807.1333333333333,213.6398393380339
Barbara Medina,142,3,0.6666666666666666,71.0,84.8528137423857,94.66666666666667,59.33146064460425,1,477.0,91.09884741312592
Barbara Mikkelson,6337,1152,0.9053819444444444,5.236316246741963,10.81865224993938,1621.126814545323,1228.732938391744,1,666.6927083333334,441.07468591689764
Bartholomew Sullivan,317,13,1.0,26.416666666666668,17.490040455971368,113.33333333333333,73.71039426174725,1,876.2307692307693,305.23792737419166
Bayliss Wagner,0,1,1.0,,,,,1,1915.0,
Beatrice L Gomez,0,1,1.0,,,,,1,437.0,
Becca Schimmel,110,8,0.875,15.714285714285714,7.761320457119087,46.142857142857146,27.32831379163152,1,435.0,162.0581906071308
Becky Bowers,855,158,0.9240506329113924,5.445859872611465,8.933798474633655,296.30008868822057,210.42724897688788,1,990.0949367088608,377.1374040092844
Beka Djokiladze,0,1,1.0,,,,,1,362.0,
Belad Al-Karkhey,76,8,1.0,10.857142857142858,22.96684981611955,30.25,33.428628662954665,1,390.75,63.10478813619681
Ben Cohen,123,7,0.5714285714285714,20.333333333333332,18.896207732417285,56.285714285714285,37.52096919392809,1,3650.4285714285716,2218.5784380351047
Ben Ezeamalu,570,4,1.0,190.0,193.82724266727834,300.8333333333333,203.32520475555629,1,1012.25,339.2308702540695
Ben Finley,323,27,1.0,11.961538461538462,14.406889377602008,103.02849002849003,71.98376904540422,1,980.6666666666666,299.7270553225179
Ben Hatton,131,3,1.0,65.5,43.1335136523794,87.33333333333333,39.66806720216597,1,587.6666666666666,214.2623003081348
Ben James,718,10,0.8,79.77777777777777,84.2077457508776,305.4888888888889,206.0727619310144,1,510.4,77.5187432532001
Ben Wells,0,1,1.0,,,,,1,939.0,
Benedicta Akpede,0,1,1.0,,,,,1,1228.0,
Benjamin Brink,0,1,1.0,,,,,1,589.0,
Benoit Petit,0,1,1.0,,,,,1,260.0,
Beso Namchavadze,0,1,1.0,,,,,1,26.0,
Bethania Palma,4118,1391,0.9662113587347232,2.501438848920863,47.08838171643451,786.9301635901918,573.5348831845427,1,353.30050323508266,202.56963699991903
Bettie Johnson-Mbayo,834,26,1.0,33.0,32.79100486413919,293.4676923076923,207.65950615051207,1,497.0,196.35498465788945
Bettie Kemah Johnson-Mbayo,79,3,1.0,39.5,54.44722215136416,52.666666666666664,36.53613127971938,1,443.6666666666667,160.23836411213554
Bhagwant Singh,504,21,0.9523809523809523,24.7,28.30491867242567,220.4,154.67090100936122,1,464.5238095238095,106.00170708418759
Bharath Guniganti,1280,20,0.9,66.94736842105263,197.2960194688317,210.56842105263158,339.5739948084048,1,254.3,99.9295014655727
Bharath Kancharla,0,1,1.0,,,,,1,779.0,
Bianca Marie Austero,0,1,1.0,,,,,1,319.0,
Bill Adair,1050,8,0.75,150.0,185.09276953283003,543.6071428571429,378.5786707528299,1,722.75,302.82326292976336
Bill Thompson,0,1,1.0,,,,,1,844.0,
Bill Wichert,961,171,0.9532163742690059,5.652941176470589,16.96193502578655,216.22910216718267,160.8826482065892,1,670.1228070175439,109.21070894087455
Blair Simpson-Wise,284,22,0.8181818181818182,13.523809523809524,12.306986014532752,104.25974025974025,70.1996045790104,1,534.8636363636364,136.320454201731
Blair Wise,154,8,1.0,22.0,35.7211421989835,53.32142857142857,48.10335121339452,1,524.5,151.56233983791242
Blake Farmer,0,1,1.0,,,,,1,1221.0,
Blanch Marie Ancla,1097,5,0.6,273.75,263.6618731127679,528.2,371.0468434039023,1,906.6,559.0226292378511
Blossom Izevbigie,239,10,0.8,26.22222222222222,33.45436360842101,74.35555555555555,62.87241244706282,1,1010.5,652.9790280790886
Bobby Cervantes,264,7,1.0,44.0,46.67333285721087,99.33333333333333,78.68522783448668,1,1084.142857142857,321.50916449946317
Boitumelo Maruping,0,1,1.0,,,,,1,701.0,
Bond Huberman,288,14,0.9285714285714286,21.692307692307693,18.21805247268313,99.93406593406593,68.69278673486937,1,219.64285714285714,148.0226630999753
Bong S. Sarmiento,763,32,0.90625,24.193548387096776,29.03149939271562,278.5383064516129,197.14503253999683,1,456.4375,139.35587710559955
Boris Bellanger,85,5,1.0,20.75,2.8722813232690143,41.7,21.29812198293549,1,1540.8,500.0956908432625
Bradford Randall,0,1,1.0,,,,,1,963.0,
Bradley Saacks,25,2,1.0,25.0,,25.0,0.0,1,1628.0,1175.211470332042
Brandon Blackwell,127,3,1.0,63.5,54.44722215136416,84.66666666666667,43.40762861781582,1,692.0,134.23486879346962
Brandon Mulder,327,41,0.975609756097561,8.175,3.706456597994979,109.84634146341463,75.24696443941653,1,1171.1707317073171,280.64834779836355
Branko Brkic,0,1,1.0,,,,,1,1043.0,
Bray Boland,48,3,1.0,24.0,33.94112549695428,32.0,22.627416997969522,1,456.3333333333333,19.655363983740763
Brea Jones,790,93,0.946236559139785,8.076086956521738,5.778386587343827,239.52360916316036,169.17061046592124,1,1026.720430107527,936.050959751651
Brett Chase,48,6,0.8333333333333334,9.6,3.2093613071762426,23.333333333333332,12.74711296289826,1,924.8333333333334,51.82824197931728
Brett Horner,221,18,0.8888888888888888,12.529411764705882,17.55746866385792,65.47058823529412,55.44874083726602,1,440.3888888888889,173.5488196746308
Brian Grace,0,1,1.0,,,,,1,507.0,
Brianna Parkins,280,36,0.9444444444444444,7.514285714285714,7.5901306993762265,99.31269841269841,70.74826150102193,1,1073.111111111111,381.02904109625314
Brianne Pfannenstiel,0,1,1.0,,,,,1,732.0,
Brieanna J. Frank,25,14,0.8571428571428571,1.5384615384615385,2.2954805094425805,9.175824175824175,6.7050799285472165,1,472.42857142857144,82.88705409328853
Brittany Alana Davis,155,6,1.0,31.0,29.45335295004628,72.93333333333334,47.56114193564135,1,659.1666666666666,53.51417257761413
Broghan Swart,31,2,0.5,31.0,,31.0,0.0,1,642.5,270.82189719444773
Brooke Binkowski,6318,67,0.9552238805970149,95.24242424242425,662.2905953084586,387.6870194482135,950.1264448254756,1,381.43283582089555,249.15178675832644
Brooklyn Draisey,286,2,1.0,286.0,,286.0,0.0,1,812.5,26.16295090390226
Brooks Jackson,7621,370,0.927027027027027,20.33062330623306,42.72961196889819,2142.5722405332162,1637.5383208432766,1,1160.6243243243243,1129.711372570261
Bruno Scelza,0,1,1.0,,,,,1,222.0,
Bryan B. Dioh Jr,0,1,1.0,,,,,1,680.0,
C. Eugene Emery Jr.,2746,336,0.9672619047619048,8.197014925373134,40.501385982602535,784.6160092395168,572.7523872772282,1,835.1755952380952,269.13906209599764
Caitlyn Rosen,22,2,1.0,22.0,,22.0,0.0,1,557.5,38.890872965260115
Caleb Mccullough,1736,47,0.9574468085106383,37.73913043478261,149.44035373242227,327.263644773358,565.7027898951301,1,783.8723404255319,328.96614184317804
Calum Young,8,2,1.0,8.0,,8.0,0.0,1,306.5,77.07463914933368
Calvin Woodward,434,4,0.25,144.33333333333334,110.26483271348728,225.5,128.72159880921305,1,1269.0,956.2910993346464
Cameron Carr,103,4,0.75,34.333333333333336,18.147543451754935,56.0,28.91366458960192,1,680.5,97.56194613338405
Cameron Hilditch,162,60,0.9333333333333333,2.3220338983050848,2.7256171586234954,52.73502824858757,38.37714073786492,1,311.3333333333333,133.2995437410868
Cara Fitzpatrick,0,1,1.0,,,,,1,1093.0,
Cara Lombardo,166,11,1.0,16.6,15.399855699179637,77.81818181818181,51.69951324163011,1,736.1818181818181,136.10864644233163
Carien Du Plessis,0,1,1.0,,,,,1,868.0,
Carina Cheng,749,49,0.8163265306122449,15.125,44.767781442898745,185.3937074829932,180.25415426689133,1,496.0816326530612,104.10448211906589
Carina Van Wyk,0,1,1.0,,,,,1,724.0,
Carlos Mureithi,1813,4,1.0,604.3333333333334,534.3690984079575,1030.5,631.5469763472337,1,1075.75,522.7296146192599
Carmela Guaglianone,0,1,1.0,,,,,1,257.0,
Carmen Heredia Rodriguez,0,1,1.0,,,,,1,1297.0,
Carole Kimutai,13,2,1.0,13.0,,13.0,0.0,1,652.5,70.0035713374682
Carolina Vargas,96,4,0.25,32.0,14.106735979665885,53.666666666666664,26.60618140374317,1,658.75,110.63867617911318
Caroline Wallace,126,6,0.16666666666666666,24.8,25.27251471460646,67.33333333333333,42.54357243527576,1,958.0,379.0514476954283
Caroline Wazer,224,91,0.945054945054945,2.066666666666667,2.4985388988793993,72.33260073260074,51.62801815211925,1,584.1538461538462,328.6944519383355
Carolyn Fante,0,1,1.0,,,,,1,683.0,
Caryn Shinske,951,95,1.0,10.117021276595745,10.462278769623083,319.27659574468083,243.15704417279844,1,708.7263157894737,132.6398452782237
Casey Mcdermott,152,2,1.0,152.0,,152.0,0.0,1,813.0,346.4823227814083
Casey Toner,0,1,1.0,,,,,1,1021.0,
Cassidey Kavathas,183,4,0.5,61.0,23.302360395462088,100.5,48.70574914730293,1,841.5,145.86866238732247
Cassie Owens,428,17,0.8823529411764706,26.75,40.02249367543207,155.2058823529412,120.70668859379863,1,807.8823529411765,241.08838689185686
Catalina Jaramillo,1379,70,0.6811594202898551,19.44927536231884,14.294729830877056,444.69979296066253,312.7795043866308,1,1932.442857142857,1393.804101550489
Catherine Adeniyi,1473,225,0.9955555555555555,6.575892857142857,14.296775926404322,504.20198412698414,367.16250877943145,1,266.37333333333333,83.25441429738127
Cayley Clifford,2026,61,0.8360655737704918,33.766666666666666,75.9617135200619,485.4491803278689,466.45147620926025,1,874.0819672131148,437.3759746138315
Cecelia Vieira,269,4,0.5,89.0,41.58124577258358,155.16666666666666,75.87141900756978,1,1352.0,1114.5034768900455
Celine Isabelle Samson,1979,6,1.0,395.4,204.93120796989413,901.1333333333333,525.6738997600023,1,1215.6666666666667,438.28012351310963
Celine Seo,79,16,0.5,5.0,6.917885721601857,31.85,22.88218011175217,1,432.0,106.39423543281531
Chad Bradley,28,3,1.0,14.0,5.656854249492381,18.666666666666668,7.363574011458174,1,400.3333333333333,86.52359986346691
Chaitanya,1505,778,0.8556701030927835,1.4993564993564994,5.149848571271081,548.2593688069267,394.5846430592127,1,335.1375321336761,136.84329680943566
Chanchal Chauhan,1054,43,0.8837209302325582,24.61904761904762,49.311331691784495,228.93798449612405,214.4058687460499,1,410.8139534883721,120.4108553510801
Chanchal Shekhawat,47,9,1.0,5.5,3.8172540616821107,18.194444444444443,11.782330095067604,1,161.88888888888889,23.277910368224873
Chandre Gould,0,1,1.0,,,,,1,1280.0,
Charles Maldonado,0,1,1.0,,,,,1,927.0,
Charles Pope,663,20,0.9,34.89473684210526,31.82922266101826,241.70526315789473,178.46467282345654,1,799.3,187.5759775888721
Charles Terroille,314,4,0.75,104.33333333333333,98.44964872122873,193.0,106.55827826436887,1,1343.0,256.59046487869864
Charlie Frago,0,1,1.0,,,,,1,725.0,
Charlie Ogilvie,0,1,1.0,,,,,1,624.0,
Charlotte Browning,2498,13,1.0,208.16666666666666,687.779937497629,413.4871794871795,870.3413969653126,1,337.84615384615387,165.96076150396019
Charlotte Green,394,147,0.8639455782312925,2.6986301369863015,4.0690079499480785,141.65091790140713,100.98838836109884,1,427.4965986394558,196.45893900349492
Charlotte Mason,1817,29,0.9310344827586207,64.53571428571429,234.52733902750606,607.0320197044335,647.2844460877708,1,581.0344827586207,630.921915179832
Charlotte Steenackers,479,8,0.375,67.85714285714286,52.79024080082912,228.35714285714286,140.1548160035166,1,699.875,225.21763284178516
Charlotte Xiaou Wu,0,1,1.0,,,,,1,427.0,
Charmaine Deogracias,1364,6,0.6666666666666666,272.6,587.7957128118578,724.1333333333333,660.7988969589934,1,532.5,511.84597292544953
Chayanit Itthipongmaetee,627,71,0.8591549295774648,8.471428571428572,7.152016901244962,211.09456740442656,149.8466241705694,1,458.2676056338028,107.98650150385579
Chelsea Brett,437,32,0.84375,13.516129032258064,10.385473726129641,139.6834677419355,97.67027423233708,1,905.96875,231.13011059616082
Cherry Lai 黎芷欣,1464,29,0.3448275862068966,51.82142857142857,65.41777625183731,447.85221674876846,327.750224541806,1,578.5172413793103,272.4676416816257
Cheryl Ho,629,7,0.2857142857142857,104.33333333333333,195.56959545559906,341.3333333333333,258.08494971586634,1,577.4285714285714,331.03819373946226
Chhabi Kala,321,25,0.64,12.958333333333334,13.829644173694943,124.64333333333333,85.99005439907313,1,407.96,133.53166915255224
Chingkheinganbi Mayengbam,746,132,0.8106060606060606,5.175572519083969,7.618278541700303,276.53666435345826,198.66405882067892,1,399.79545454545456,101.3516091706057
Chloé Rabs,386,3,0.3333333333333333,193.0,254.55844122715712,257.3333333333333,172.85125268726156,1,747.3333333333334,149.75424312296906
Chris Joyner,647,9,1.0,80.875,117.3778240189712,243.88888888888889,179.48843630003603,1,762.6666666666666,111.03490442198796
Chris Mueller,28,10,0.7,2.6666666666666665,4.795831523312719,10.555555555555555,8.828125648694392,1,494.3,65.4183970047162
Chris Nichols,2139,222,0.972972972972973,9.678733031674208,9.748703887102323,635.4210183033713,469.23138215305596,1,914.7387387387388,258.73707235370557
Chris Wong,66,3,0.6666666666666666,32.5,28.991378028648448,43.666666666666664,23.01207412545761,1,625.0,594.0631279586371
Christian Belanger,56,9,0.8888888888888888,7.0,4.242640687119285,25.0,15.297058540778355,1,1048.5555555555557,233.58676712900024
Christian Gaston,100,4,1.0,33.333333333333336,14.047538337136984,55.333333333333336,27.268215114956746,1,705.0,385.6734369904155
Christiana Amodu-Otinyia,84,7,1.0,13.666666666666666,11.910779431534559,33.333333333333336,21.968231030357785,1,614.5714285714286,197.77247629777096
Christie Syndor,762,22,0.9545454545454546,35.80952380952381,155.1749396802264,82.48051948051948,207.53304292623775,1,455.45454545454544,148.65355289356117
Christina Chan,69,4,0.25,23.0,9.539392014169456,36.833333333333336,17.77091881573813,1,521.25,237.0321708123182
Christina Finn,1211,3,1.0,605.5,2.1213203435596424,807.3333333333334,285.4380648912981,1,1228.6666666666667,759.5092713939267
Christine Bohan,912,15,0.9333333333333333,64.78571428571429,153.67206771435204,195.7904761904762,222.31507864967534,1,1082.0666666666666,576.9474433438044
Christine Sellers,271,535,0.8897196261682243,0.19288389513108614,0.649914063884088,87.65955406209528,62.26284288121983,1,427.9252336448598,205.7966024756853
Cianan Brennan,405,3,1.0,202.5,154.8563850798539,270.0,130.78990786754153,1,1693.6666666666667,317.0005257619194
Ciara O'Rourke,5005,2024,0.9019316493313522,2.4740484429065743,47.96045182687304,743.2331781352392,602.8741781968189,1,338.6852766798419,178.10988810244123
Claire Milne,1733,214,0.9485981308411215,8.136150234741784,14.841465949308809,500.6732920889825,369.1889618473842,1,475.1121495327103,252.30234962509516
Claire Savage,821,140,0.8214285714285714,5.431654676258993,3.6949835945434675,277.87132579650563,195.38547003635023,1,491.25714285714287,267.550798549972
Claire Van Den Heever,0,1,1.0,,,,,1,1592.0,
Claire-Line Nass,861,6,0.6666666666666666,172.0,255.41143279031186,331.73333333333335,318.5357053072003,1,511.8333333333333,255.52097108978487
Clara Deck,0,1,1.0,,,,,1,813.0,
Clara Hendrickson,869,40,0.85,22.28205128205128,49.28272288164362,204.02948717948718,221.23828180410922,1,983.05,278.5788982749816
Clara Ip,1362,28,0.9285714285714286,49.96296296296296,131.2283627531914,270.7037037037037,253.36829758098548,1,450.64285714285717,103.47381643599839
Clarion Olusegun,0,1,1.0,,,,,1,382.0,
Clay Wirestone,476,21,0.9523809523809523,23.8,18.202371158436303,179.44761904761904,123.07902849891133,1,900.8571428571429,219.74355183128483
Clayton Youngman,79,9,0.6666666666666666,9.875,7.661359446692772,32.611111111111114,21.21094813976156,1,997.2222222222222,406.54082752467116
Clémence Overeem,548,6,0.6666666666666666,109.2,27.160633276858626,263.06666666666666,143.00231544356973,1,504.5,201.79370654210206
Cole Praise,722,75,0.96,9.297297297297296,10.645894095306685,215.54450450450452,153.1594826266013,1,613.3333333333334,304.70851527202075
Colin Deppen,215,9,1.0,26.875,40.35003097892243,92.72222222222223,70.90118754338131,1,970.2222222222222,214.21996742704553
Colin Meyn,692,10,0.8,76.88888888888889,137.49494940219117,308.64444444444445,254.15158692363593,1,997.8,303.5661377690206
Conner Smith,57,4,1.0,19.0,16.703293088490067,34.666666666666664,19.014614262602212,1,473.5,133.0776715556245
Connor James Mckinney,0,1,1.0,,,,,1,493.0,
Connor Mycroft,36,3,0.6666666666666666,18.0,15.556349186104045,24.0,12.355835328567093,1,644.3333333333334,502.19949555264725
Conor Amendola,348,5,0.6,87.0,106.95170249540989,154.4,126.28159010718862,1,792.8,341.0574731625155
Conor James Mckinney,899,143,0.8671328671328671,6.330985915492958,8.508420385758635,282.25923372402247,206.97866889657354,1,444.97202797202794,234.77789756253998
Conor Mccrave,135,2,1.0,135.0,,135.0,0.0,1,1071.5,379.716341497176
Coreena Suares,0,1,1.0,,,,,1,319.0,
Corey Berman,107,3,0.3333333333333333,53.5,6.363961030678928,71.33333333333333,25.48637980482037,1,824.0,629.576842013745
Cormac Fitzgerald,2287,13,1.0,190.16666666666666,418.2897719683489,793.6538461538462,949.377850623469,1,1296.7692307692307,958.5952529479578
Coumba Sylla,0,1,1.0,,,,,1,823.0,
Cris Chinaka,0,1,1.0,,,,,1,587.0,
Cristina Tardáguila,210,3,0.3333333333333333,104.5,53.033008588991066,139.66666666666666,58.40281576164705,1,938.0,127.35383779062177
Cyrus John,0,1,1.0,,,,,1,549.0,
Czyrish Conopio,0,1,1.0,,,,,1,97.0,
Céimin Burke,379,7,1.0,62.333333333333336,84.94390305764544,188.8095238095238,129.32484718635178,1,1081.2857142857142,236.6718644633777
Cónal Thomas,1061,9,1.0,132.0,152.54413881140857,389.1388888888889,280.76988925074664,1,1023.6666666666666,315.70278744414037
D'Angelo Gore,5920,575,0.6139130434782609,9.829268292682928,14.270588035685966,1702.0145371913347,1330.0624283424218,1,1551.1582608695653,1549.5768044273473
D.L. Davis,2744,151,0.9933774834437086,18.293333333333333,15.942660117844502,825.0852097130243,589.6082013181301,1,898.8476821192053,243.79077774037776
